doi,url,status,venue,year
10.1016/j.foodres.2018.09.064,,CLOSED,Food Research International,2019
10.1007/s13197-013-0926-x,https://europepmc.org/articles/pmc4252437?pdf=render,GREEN,Journal of food science and technology,2014
10.1093/jb/mvp205,,CLOSED,Journal of Biochemistry (Tokyo),2010
10.1007/s10561-020-09843-2,,CLOSED,Cell and Tissue Banking,2020
10.1242/jeb.219360,,CLOSED,Journal of Experimental Biology,2020
10.1016/j.spinee.2016.06.018,,CLOSED,The spine journal,2016
10.1016/j.brainres.2008.08.008,,CLOSED,Brain Research,2008
10.18632/oncotarget.8553,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=8553&path%5B%5D=25466,GOLD,OncoTarget,2016
10.1371/journal.pone.0107013,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0107013&type=printable,GOLD,PLoS ONE,2014
10.1016/J.NEPHRO.2010.10.012,,CLOSED,,2011
10.1210/jc.2008-2830,https://academic.oup.com/jcem/article-pdf/94/9/3472/9066995/jcem3472.pdf,BRONZE,Journal of Clinical Endocrinology and Metabolism,2009
10.1200/JCO.2011.29.15_SUPPL.2002,,CLOSED,Journal of Clinical Oncology,2011
10.1371/journal.pone.0100857,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0100857&type=printable,GOLD,PLoS ONE,2014
10.1159/000441003,https://www.karger.com/Article/Pdf/441003,GOLD,Medical Principles and Practice,2015
10.1111/jpc.15259,http://minerva-access.unimelb.edu.au/bitstreams/58ea1470-80eb-505d-a469-72f35b5c7f1a/download,GREEN,Journal of Paediatrics and Child Health,2020
10.1016/j.bjoms.2020.11.017,,CLOSED,British Journal of Oral and Maxillofacial Surgery,2020
10.1253/circj.cj-19-1036,https://www.jstage.jst.go.jp/article/circj/84/6/84_CJ-19-1036/_pdf,GOLD,Circulation Journal,2020
10.1080/02640414.2012.692479,https://www.zora.uzh.ch/id/eprint/64256/1/Knechtle_et_al_A_faster_running_speed.pdf,GREEN,Jurnal sport science,2012
10.1136/bmjpo-2017-000198,https://bmjpaedsopen.bmj.com/content/bmjpo/2/1/e000198.full.pdf,GOLD,BMJ Paediatrics Open,2018
10.1371/journal.pone.0136554,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0136554&type=printable,GOLD,PLoS ONE,2015
10.1007/s11845-012-0817-6,,CLOSED,Irish Journal of Medical Science,2012
10.1080/10503307.2013.821636,,CLOSED,Psychotherapy Research,2014
10.1080/10556788.2011.556634,http://www.ime.usp.br/%7Eegbirgin/publications/bfem.pdf,GREEN,Optim. Methods Softw.,2012
10.1145/3049797.3049822,,CLOSED,International Conference on Hybrid Systems: Computation and Control,2017
10.1007/978-3-030-01370-7_29,,CLOSED,Annual Meeting of the IEEE Industry Applications Society,2018
10.1145/1543137.1543154,,CLOSED,International Conference on Mobile and Ubiquitous Multimedia,2008
10.1109/NCM.2009.409,,CLOSED,"2009 Fifth International Joint Conference on INC, IMS and IDC",2009
10.1109/IJCNN48605.2020.9206911,,CLOSED,IEEE International Joint Conference on Neural Network,2020
10.1109/AVSS.2011.6027363,,CLOSED,Advanced Video and Signal Based Surveillance,2011
10.1109/BICTA.2010.5645205,,CLOSED,International Conference on Bio-Inspired Computing: Theories and Applications,2010
10.1016/j.artmed.2008.08.004,,CLOSED,Artif. Intell. Medicine,2009
10.1109/DCC.2011.96,,CLOSED,Data Compression Conference,2011
10.1177/0731684418765085,,CLOSED,,2018
10.1016/j.actbio.2012.11.025,,CLOSED,Acta Biomaterialia,2013
10.1016/j.scitotenv.2020.140288,http://psasir.upm.edu.my/id/eprint/87791/1/ABSTRACT.pdf,GREEN,Science of the Total Environment,2020
10.3382/ps/pez373,,CLOSED,Poultry Science,2019
10.1111/j.1095-8649.2009.02353.x,,CLOSED,Journal of Fish Biology,2009
10.1016/j.fsi.2019.09.017,,CLOSED,Fish and Shellfish Immunology,2019
10.3233/JAD-151205,https://europepmc.org/articles/pmc4942726?pdf=render,GREEN,Journal of Alzheimer's Disease,2016
10.1016/j.freeradbiomed.2016.11.034,,CLOSED,Free Radical Biology & Medicine,2017
10.1371/journal.pone.0214839,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0214839&type=printable,GOLD,PLoS ONE,2019
10.1016/j.jip.2020.107422,http://manuscript.elsevier.com/S0022201120301282/pdf/S0022201120301282.pdf,BRONZE,Journal of Invertebrate Pathology,2020
10.1016/j.yhbeh.2011.02.004,https://europepmc.org/articles/pmc3112253?pdf=render,GREEN,Hormones and Behavior,2011
10.1159/000350523,https://www.karger.com/Article/Pdf/350523,BRONZE,Journal of Innate Immunity,2013
10.1523/ENEURO.0107-16.2016,https://www.eneuro.org/content/eneuro/3/6/ENEURO.0107-16.2016.full.pdf,GOLD,eNeuro,2016
10.1038/s41598-018-31964-8,https://www.nature.com/articles/s41598-018-31964-8.pdf,GOLD,Scientific Reports,2018
10.1103/PHYSREVE.90.022407,,CLOSED,"Physical review. E, Statistical, nonlinear, and soft matter physics",2014
10.1016/j.cie.2018.05.041,,CLOSED,Computers & industrial engineering,2018
10.1097/MIB.0000000000000902,https://academic.oup.com/ibdjournal/article-pdf/22/10/2538/23404176/ibd2538.pdf,BRONZE,Inflammatory Bowel Diseases,2016
10.1097/HCO.0000000000000770,,CLOSED,Current Opinion in Cardiology,2020
10.2174/156802661622160630205518,,CLOSED,Current Topics in Medicinal Chemistry,2016
10.1371/journal.pmed.1001180,https://journals.plos.org/plosmedicine/article/file?id=10.1371/journal.pmed.1001180&type=printable,GOLD,PLoS Medicine,2012
10.1080/00015385.2017.1335460,,CLOSED,Acta Cardiologica,2017
10.1111/jocn.13483,,CLOSED,Journal of Clinical Nursing,2017
10.2147/CMAR.S225123,https://www.dovepress.com/getfile.php?fileID=53876,GOLD,Cancer Management and Research,2019
10.1097/SCS.0000000000001876,,CLOSED,The Journal of craniofacial surgery (Print),2015
10.1016/j.diabres.2013.05.008,,CLOSED,Diabetes Research and Clinical Practice,2013
10.1111/cdoe.12244,http://eprints.gla.ac.uk/121325/7/121325.pdf,GREEN,Community Dentistry and Oral Epidemiology,2016
10.1097/SPV.0b013e3182a331bf,,CLOSED,Female Pelvic Medicine & Reconstructive Surgery,2013
10.1097/LBR.0b013e31819b5810,,CLOSED,Journal of Bronchology & Interventional Pulmonology,2009
10.1016/j.jvir.2019.01.010,http://manuscript.elsevier.com/S1051044319300338/pdf/S1051044319300338.pdf,BRONZE,Journal of Vascular and Interventional Radiology,2019
10.1186/s12877-017-0534-0,https://bmcgeriatr.biomedcentral.com/track/pdf/10.1186/s12877-017-0534-0,GOLD,BMC Geriatrics,2017
10.3109/00207454.2011.617016,,CLOSED,International Journal of Neuroscience,2012
10.1177/0269215514556087,,CLOSED,Clinical Rehabilitation,2015
10.1107/S2053229619000172,,CLOSED,Acta Crystallographica Section C Structural Chemistry,2019
10.1177/0091552120936345,,CLOSED,,2020
10.1111/jnp.12049,https://ddd.uab.cat/pub/artpub/2015/148374/jouneu_a2015v9n2p258.pdf,GREEN,Journal of Neuropsychology,2015
10.1016/j.watres.2020.116664,,CLOSED,Water Research,2020
10.3390/mi11100883,https://www.mdpi.com/2072-666X/11/10/883/pdf?version=1600850882,GOLD,Micromachines,2020
10.1007/s11356-020-08535-4,,CLOSED,Environmental science and pollution research international,2020
10.3115/v1/W14-5303,https://doi.org/10.3115/v1/w14-5303,BRONZE,VarDial@COLING,2014
10.1007/978-3-642-40942-4_14,,CLOSED,Deutsche Jahrestagung für Künstliche Intelligenz,2013
10.1007/978-3-642-23938-0_37,,CLOSED,International Conference on Computational Collective Intelligence,2011
10.1109/TBC.2019.2901406,https://e-archivo.uc3m.es/bitstream/10016/28273/1/modeling_IEEETB_2019_ps.pdf,GREEN,IEEE transactions on broadcasting,2019
10.4018/jdst.2010070104,,CLOSED,Int. J. Distributed Syst. Technol.,2010
10.15439/2017R25,https://annals-csis.org/proceedings/rice2017/drp/pdf/25.pdf,BRONZE,Rice,2017
10.1002/pmic.201400593,,CLOSED,Proteomics,2015
10.1186/1472-6785-13-41,https://bmcecol.biomedcentral.com/counter/pdf/10.1186/1472-6785-13-41,GOLD,BMC Ecology,2013
10.1016/j.redox.2014.12.006,,CLOSED,Redox Biology,2014
10.1007/s00401-020-02225-8,https://link.springer.com/content/pdf/10.1007/s00401-020-02225-8.pdf,HYBRID,bioRxiv,2020
10.1007/s12015-013-9465-0,,CLOSED,Stem Cell Reviews and Reports,2013
10.4161/cib.2.6.9259,https://www.tandfonline.com/doi/pdf/10.4161/cib.2.6.9259?needAccess=true,GOLD,Communicative & Integrative Biology,2009
10.1021/acs.molpharmaceut.0c00474,,CLOSED,Molecular Pharmaceutics,2020
10.1186/1297-9716-42-41,https://veterinaryresearch.biomedcentral.com/track/pdf/10.1186/1297-9716-42-41,GOLD,Veterinary Research,2011
10.1089/thy.2008.0388,,CLOSED,Thyroid,2009
10.1080/14786419.2016.1160235,https://figshare.com/articles/journal_contribution/Protective_activity_of_an_anthocyanin_rich_extract_from_bilberries_and_blackcurrants_on_acute_acetaminophen_induced_hepatotoxicity_in_rats/3120355/1/files/4854691.pdf,GREEN,Natural Product Research,2016
10.1007/s12010-020-03357-z,,CLOSED,Applied Biochemistry and Biotechnology,2020
10.1371/journal.pone.0175064,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0175064&type=printable,GOLD,PLoS ONE,2017
10.1002/wnan.1581,,CLOSED,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,2019
10.19540/j.cnki.cjcmm.20190320.401,,CLOSED,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,2019
10.5604/01.3001.0010.3844,,CLOSED,Postępy Higieny i Medycyny Doświadczalnej,2017
10.1208/s12248-012-9397-7,https://europepmc.org/articles/pmc3475859?pdf=render,GREEN,AAPS Journal,2012
10.1097/DAD.0000000000000578,,CLOSED,American journal of dermatopathology,2016
10.1080/09537104.2017.1336211,https://orbi.uliege.be/bitstream/2268/213268/1/The%20use%20of%20platelet%20rich%20plasma%20to%20treat%20chronic%20tendinopathies%20A%20technical%20analysis.pdf,GREEN,Platelets,2018
10.18632/oncotarget.20122,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=20122&path%5B%5D=64178,GOLD,OncoTarget,2017
10.1038/modpathol.2010.40,https://www.nature.com/articles/modpathol201040.pdf,BRONZE,Modern Pathology,2010
10.2165/11589270-000000000-00000,,CLOSED,PharmacoEconomics (Auckland),2012
10.1016/j.aju.2017.11.007,https://www.tandfonline.com/doi/pdf/10.1016/j.aju.2017.11.007?needAccess=true,GOLD,Arab Journal of Urology,2017
10.1097/HJH.0b013e3282fe1d3d,,CLOSED,Journal of Hypertension,2008
10.1007/s12015-010-9211-9,,CLOSED,Stem Cell Reviews and Reports,2011
10.1093/jnci/djaa096,https://academic.oup.com/jnci/article-pdf/113/2/137/36167231/djaa096.pdf,BRONZE,Journal of the National Cancer Institute,2020
10.14219/jada.2014.81,http://jada.ada.org/article/S0002817714603020/pdf,BRONZE,The Journal of the American Dental Association (1939),2014
10.1016/j.mric.2017.01.003,,CLOSED,Magnetic Resonance Imaging Clinics of North America,2017
10.1177/2150135116634073,,CLOSED,World journal for pediatric & congenital heart surgery,2018
10.1016/j.apradiso.2014.04.007,,CLOSED,Applied Radiation and Isotopes,2014
10.1080/07380577.2018.1547942,,CLOSED,Occupational Therapy in Health Care,2018
10.1177/1478210320921691,,CLOSED,,2020
10.1177/1053451213496162,,CLOSED,,2014
10.1145/3060145,https://cronfa.swan.ac.uk/Record/cronfa32250/Download/0032250-10032017090659.pdf,GREEN,ACM Transactions on Computational Logic,2017
10.1016/J.COMPEDU.2019.103597,,CLOSED,Comput. Educ.,2019
10.1016/J.AMC.2019.06.050,,CLOSED,Applied Mathematics and Computation,2019
10.1007/978-3-540-79246-8_3,,CLOSED,Geometric Modeling and Processing Conference,2008
10.1002/humu.22317,,CLOSED,Human Mutation,2013
10.1587/transinf.2020edl8050,https://www.jstage.jst.go.jp/article/transinf/E103.D/12/E103.D_2020EDL8050/_pdf,GOLD,IEICE Trans. Inf. Syst.,2020
10.7227/ALX.0007,,CLOSED,,2013
10.18653/v1/S17-1026,https://www.aclweb.org/anthology/S17-1026.pdf,HYBRID,International Workshop on Semantic Evaluation,2017
10.1109/ICIG.2009.84,,CLOSED,2009 Fifth International Conference on Image and Graphics,2009
10.1145/3395027.3419596,,CLOSED,Proceedings of the ACM Symposium on Document Engineering 2020,2020
10.1109/SAIN.2018.8673364,http://arxiv.org/pdf/1903.07977,GREEN,2018 International Symposium on Advanced Intelligent Informatics (SAIN),2018
10.1109/ICTON51198.2020.9203185,,CLOSED,International Conference on Transparent Optical Networks,2020
10.1145/3397271.3401180,https://pure.uva.nl/ws/files/54889089/3397271.3401180.pdf,GREEN,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,2020
10.1142/S0218654310001298,https://sam.ensam.eu/bitstream/10985/8325/3/LSIS_IJSM_2010_VERON.pdf,GREEN,International journal of shape modeling,2010
10.1016/j.saa.2013.05.007,,CLOSED,Spectrochimica Acta Part A - Molecular and Biomolecular Spectroscopy,2013
10.1002/eap.1683,,CLOSED,Ecological Applications,2018
10.1086/590397,,CLOSED,Physiological and Biochemical Zoology,2008
10.1016/j.jip.2013.04.010,,CLOSED,Journal of Invertebrate Pathology,2013
10.1074/jbc.M803893200,http://www.jbc.org/content/283/36/24991.full.pdf,HYBRID,Journal of Biological Chemistry,2008
10.1007/s11250-010-9601-7,,CLOSED,Tropical Animal Health and Production,2010
10.1016/j.fsigen.2016.08.004,,CLOSED,Forensic Science International: Genetics,2016
10.1007/s12264-009-0104-3,https://europepmc.org/articles/pmc5552559?pdf=render,GREEN,Neuroscience Bulletin,2009
10.1186/s12964-015-0090-1,https://biosignaling.biomedcentral.com/counter/pdf/10.1186/s12964-015-0090-1,GOLD,Cell Communication and Signaling,2015
10.1186/s12974-019-1641-y,https://jneuroinflammation.biomedcentral.com/track/pdf/10.1186/s12974-019-1641-y,GOLD,Journal of Neuroinflammation,2019
10.1152/ajpregu.00306.2015,https://www.physiology.org/doi/pdf/10.1152/ajpregu.00306.2015,BRONZE,American Journal of Physiology. Regulatory Integrative and Comparative Physiology,2015
10.1021/acs.jmedchem.8b00403,,CLOSED,Journal of Medicinal Chemistry,2018
10.1002/bies.201800057,,CLOSED,Bioessays,2018
10.1007/s10238-010-0090-9,,CLOSED,Clinical and Experimental Medicine (Testo stampato),2010
10.1063/1.4926887,https://aip.scitation.org/doi/10.1063/1.4926887,HYBRID,Review of Scientific Instruments,2015
10.1038/s41598-019-42089-x,https://www.nature.com/articles/s41598-019-42089-x.pdf,GOLD,Scientific Reports,2019
10.25300/MISQ/2016/40.4.09,,CLOSED,MIS Q.,2015
10.1001/jama.2018.1812,,CLOSED,Journal of the American Medical Association (JAMA),2018
10.4102/hsag.v23i0.1067,https://hsag.co.za/index.php/hsag/article/download/1067/pdf,GOLD,Health SA = SA Gesondheid,2018
10.4314/EAMJ.V77I3.46614,https://www.ajol.info/index.php/eamj/article/download/46614/33009,BRONZE,East African Medical Journal,2009
10.5539/gjhs.v6n4p245,,CLOSED,Global Journal of Health Science,2014
10.2471/BLT.15.168187,https://doi.org/10.2471/blt.15.168187,BRONZE,Bulletin of the World Health Organization,2016
10.1515/jpem-2016-0137,,CLOSED,Journal of Pediatric Endocrinology & Metabolism (JPEM),2016
10.1177/1534734619863914,,CLOSED,International Journal of Lower Extremity Wounds,2019
10.1200/JCO.2014.55.3099,,CLOSED,Journal of Clinical Oncology,2014
10.1111/j.1365-2702.2010.03658.x,,CLOSED,Journal of Clinical Nursing,2011
10.3109/09540261.2014.994594,,CLOSED,International Review of Psychiatry,2015
10.1523/JNEUROSCI.1420-18.2019,https://www.jneurosci.org/content/jneuro/39/35/6936.full.pdf,BRONZE,Journal of Neuroscience,2018
10.1177/1368430213507321,,CLOSED,,2014
10.1364/oe.27.036340,,CLOSED,Optics Express,2019
10.3390/ma13225075,https://www.mdpi.com/1996-1944/13/22/5075/pdf?version=1605091856,GOLD,Materials,2020
10.1260/1478-0771.13.1.45,,CLOSED,,2015
10.1145/2254129.2254199,,CLOSED,"Web Intelligence, Mining and Semantics",2012
10.1155/2018/5634181,http://downloads.hindawi.com/journals/scn/2018/5634181.pdf,GOLD,Secur. Commun. Networks,2018
10.1109/ICRA.2016.7487377,,CLOSED,IEEE International Conference on Robotics and Automation,2016
10.1038/s41598-018-28877-x,https://www.nature.com/articles/s41598-018-28877-x.pdf,GOLD,Scientific Reports,2018
10.1016/j.jcis.2009.05.076,,CLOSED,Journal of Colloid and Interface Science,2009
10.1002/chem.201803232,,CLOSED,Chemistry,2018
10.1007/978-3-642-35694-0_17,,CLOSED,Security Protocols Workshop,2012
10.1111/liv.13700,,CLOSED,Liver international (Print),2018
10.1039/b907627c,,CLOSED,Integrative Biology,2009
10.1016/j.heliyon.2019.e01932,http://www.cell.com/article/S2405844019329329/pdf,GOLD,Heliyon,2019
10.1147/JRD.2014.2320833,,CLOSED,IBM Journal of Research and Development,2014
10.1007/s10792-018-0924-0,,CLOSED,International ophtalmology,2019
10.1152/ajplung.00214.2017,https://www.physiology.org/doi/pdf/10.1152/ajplung.00214.2017,BRONZE,American Journal of Physiology - Lung cellular and Molecular Physiology,2018
10.1161/STROKEAHA.116.014242,https://www.ahajournals.org/doi/pdf/10.1161/STROKEAHA.116.014242,BRONZE,Stroke,2016
10.5946/ce.2012.45.3.263,http://downloads.hindawi.com/journals/grp/2012/502198.pdf,GOLD,Clinical Endoscopy,2012
10.2459/JCM.0000000000000390,,CLOSED,Journal of Cardiovascular Medicine,2017
10.29252/IJRM.14.4.275,,CLOSED,International Journal of Reproductive BioMedicine,2016
10.1007/s10554-012-0034-4,,CLOSED,The International Journal of Cardiovascular Imaging,2012
10.1016/j.jvir.2013.04.015,,CLOSED,Journal of Vascular and Interventional Radiology,2013
10.1016/j.anai.2019.12.016,http://www.annallergy.org/article/S1081120619314942/pdf,BRONZE,"Annals of Allergy, Asthma & Immunology",2019
10.1097/j.pain.0000000000000890,,CLOSED,Pain,2017
10.1002/mp.12979,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.12979,BRONZE,Medical Physics (Lancaster),2018
10.1016/j.eurpsy.2016.06.007,,CLOSED,European psychiatry,2017
10.1155/2014/726712,https://downloads.hindawi.com/journals/cmmm/2014/726712.pdf,GOLD,Comput. Math. Methods Medicine,2014
10.1109/MMAR.2017.8046830,,CLOSED,International Conference on Methods & Models in Automation & Robotics,2017
10.1080/01621459.2012.656014,https://europepmc.org/articles/pmc3471246?pdf=render,GREEN,Journal of the American Statistical Association,2012
10.1007/s10479-015-2039-6,,CLOSED,Annals of Operations Research,2015
10.1109/ICECS.2010.5724610,https://hal-upec-upem.archives-ouvertes.fr/hal-00622491/file/main.pdf,GREEN,"2010 17th IEEE International Conference on Electronics, Circuits and Systems",2010
10.1007/978-3-319-98678-4_39,https://hal.archives-ouvertes.fr/hal-02021915/file/MISSI18.pdf,GREEN,International Conference on Multimedia and Network Information Systems,2018
10.1007/s12193-009-0030-8,,CLOSED,Journal on Multimodal User Interfaces,2010
10.1038/cr.2015.6,https://www.nature.com/articles/cr20156.pdf,BRONZE,Cell Research,2015
10.1021/cb400186w,,CLOSED,ACS Chemical Biology,2013
10.1002/emmm.201303123,http://embomolmed.embopress.org/content/5/12/1918.full.pdf,GOLD,EMBO Molecular Medicine,2013
10.1002/dvdy.24628,https://anatomypubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dvdy.24628,BRONZE,Developmental Dynamics,2018
10.1007/s10495-010-0492-x,,CLOSED,Apoptosis,2010
10.1021/acs.analchem.8b01623,,CLOSED,Analytical Chemistry,2018
10.1016/S0303-8467(15)30004-4,,CLOSED,Clinical neurology and neurosurgery (Dutch-Flemish ed. Print),2015
10.1021/ACS.LANGMUIR.6B03138,,CLOSED,Langmuir,2016
10.4315/0362-028X-71.10.2007,,CLOSED,Journal of Food Protection,2008
10.1021/jp806260h,https://europepmc.org/articles/pmc4674829?pdf=render,GREEN,Journal of Physical Chemistry B,2008
10.1016/j.ins.2008.11.029,,CLOSED,Information Sciences,2009
10.1186/s13638-018-1193-3,https://jwcn-eurasipjournals.springeropen.com/track/pdf/10.1186/s13638-018-1193-3,GOLD,EURASIP Journal on Wireless Communications and Networking,2018
